message,severity,attributes,tags,timestamp
"2026-03-13T17:58:41  INFO      httpx  HTTP Request: GET https://clob.polymarket.com/balance-allowance?asset_type=COLLATERAL&signature_type=0 ""HTTP/2 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:41.213514134Z
2026-03-13T17:58:41  INFO      polymarket_client  get_margin: raw_balance=24125321 parsed_balance=24.125321 parsed_available=None,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:41.213525334Z
2026-03-13T17:58:41  INFO      polymarket_client  wallet_usdc: USDC.e=$24.1253 native=$0.0000 total=$24.1253,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:41.213531792Z
"2026-03-13T17:58:43  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&redeemable=true ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:43.593810324Z
2026-03-13T17:58:43  INFO      polymarket_client  Unclaimed positions: $0.00 (none found),info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:43.593815947Z
"2026-03-13T17:58:43  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&limit=50 ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:43.616027583Z
"2026-03-13T17:58:44  INFO      httpx  HTTP Request: GET https://clob.polymarket.com/balance-allowance?asset_type=COLLATERAL&signature_type=0 ""HTTP/2 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:44.311043376Z
2026-03-13T17:58:44  INFO      polymarket_client  get_margin: raw_balance=24125321 parsed_balance=24.125321 parsed_available=None,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:44.311049240Z
2026-03-13T17:58:44  INFO      polymarket_client  wallet_usdc: USDC.e=$24.1253 native=$0.0000 total=$24.1253,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:44.311054480Z
"2026-03-13T17:58:46  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&redeemable=true ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:46.552374101Z
2026-03-13T17:58:46  INFO      polymarket_client  Unclaimed positions: $0.00 (none found),info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:46.552381214Z
"2026-03-13T17:58:46  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&limit=50 ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:46.621256933Z
"2026-03-13T17:58:46  INFO      httpx  HTTP Request: GET https://clob.polymarket.com/balance-allowance?asset_type=COLLATERAL&signature_type=0 ""HTTP/2 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:46.895971439Z
2026-03-13T17:58:46  INFO      polymarket_client  get_margin: raw_balance=24125321 parsed_balance=24.125321 parsed_available=None,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:46.895980765Z
2026-03-13T17:58:46  INFO      polymarket_client  wallet_usdc: USDC.e=$24.1253 native=$0.0000 total=$24.1253,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:46.972763510Z
2026-03-13T17:58:49  INFO      polymarket_client  wallet_usdc: USDC.e=$24.1253 native=$0.0000 total=$24.1253,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:49.033213079Z
"2026-03-13T17:58:49  INFO      httpx  HTTP Request: GET https://clob.polymarket.com/balance-allowance?asset_type=COLLATERAL&signature_type=0 ""HTTP/2 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:49.073642829Z
2026-03-13T17:58:49  INFO      polymarket_client  get_margin: raw_balance=24125321 parsed_balance=24.125321 parsed_available=None,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:49.073651339Z
"2026-03-13T17:58:49  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&redeemable=true ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:49.563215259Z
2026-03-13T17:58:49  INFO      polymarket_client  Unclaimed positions: $0.00 (none found),info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:49.563221434Z
"2026-03-13T17:58:49  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&limit=50 ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:49.624717831Z
"2026-03-13T17:58:49  INFO      httpx  HTTP Request: GET https://clob.polymarket.com/balance-allowance?asset_type=COLLATERAL&signature_type=0 ""HTTP/2 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:49.931368304Z
2026-03-13T17:58:49  INFO      polymarket_client  get_margin: raw_balance=24125321 parsed_balance=24.125321 parsed_available=None,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:49.931372582Z
2026-03-13T17:58:49  INFO      polymarket_client  wallet_usdc: USDC.e=$24.1253 native=$0.0000 total=$24.1253,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:49.972574626Z
"2026-03-13T17:58:52  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&redeemable=true ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:52.523702294Z
2026-03-13T17:58:52  INFO      polymarket_client  Unclaimed positions: $0.00 (none found),info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:52.523708639Z
"2026-03-13T17:58:52  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&limit=50 ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:52.621666094Z
"2026-03-13T17:58:52  INFO      httpx  HTTP Request: GET https://clob.polymarket.com/balance-allowance?asset_type=COLLATERAL&signature_type=0 ""HTTP/2 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:52.890535796Z
2026-03-13T17:58:52  INFO      polymarket_client  get_margin: raw_balance=24125321 parsed_balance=24.125321 parsed_available=None,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:52.890550538Z
2026-03-13T17:58:52  INFO      polymarket_client  wallet_usdc: USDC.e=$24.1253 native=$0.0000 total=$24.1253,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:52.956215624Z
"2026-03-13T17:58:55  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&redeemable=true ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:55.558468818Z
2026-03-13T17:58:55  INFO      polymarket_client  Unclaimed positions: $0.00 (none found),info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:55.558475491Z
"2026-03-13T17:58:55  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&limit=50 ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:55.657425959Z
"2026-03-13T17:58:55  INFO      httpx  HTTP Request: GET https://clob.polymarket.com/balance-allowance?asset_type=COLLATERAL&signature_type=0 ""HTTP/2 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:55.939293194Z
2026-03-13T17:58:55  INFO      polymarket_client  get_margin: raw_balance=24125321 parsed_balance=24.125321 parsed_available=None,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:55.939300504Z
2026-03-13T17:58:55  INFO      polymarket_client  wallet_usdc: USDC.e=$24.1253 native=$0.0000 total=$24.1253,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:55.985429789Z
"2026-03-13T17:58:58  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&limit=50 ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:58.615015360Z
"2026-03-13T17:58:58  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&redeemable=true ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:58.615069819Z
2026-03-13T17:58:58  INFO      polymarket_client  Unclaimed positions: $0.00 (none found),info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:58.615073870Z
"2026-03-13T17:58:58  INFO      httpx  HTTP Request: GET https://clob.polymarket.com/balance-allowance?asset_type=COLLATERAL&signature_type=0 ""HTTP/2 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:58.888717314Z
2026-03-13T17:58:58  INFO      polymarket_client  get_margin: raw_balance=24125321 parsed_balance=24.125321 parsed_available=None,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:58.888724120Z
2026-03-13T17:58:58  INFO      polymarket_client  wallet_usdc: USDC.e=$24.1253 native=$0.0000 total=$24.1253,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:58:58.952012838Z
"2026-03-13T17:59:01  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&redeemable=true ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:59:01.785124062Z
2026-03-13T17:59:01  INFO      polymarket_client  Unclaimed positions: $0.00 (none found),info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:59:01.785129894Z
"2026-03-13T17:59:01  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&limit=50 ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:59:01.785135810Z
"2026-03-13T17:59:02  INFO      httpx  HTTP Request: GET https://clob.polymarket.com/balance-allowance?asset_type=COLLATERAL&signature_type=0 ""HTTP/2 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:59:02.143433356Z
2026-03-13T17:59:02  INFO      polymarket_client  get_margin: raw_balance=24125321 parsed_balance=24.125321 parsed_available=None,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:59:02.143446952Z
2026-03-13T17:59:02  INFO      polymarket_client  wallet_usdc: USDC.e=$24.1253 native=$0.0000 total=$24.1253,info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:59:02.249773227Z
"2026-03-13T17:59:04  INFO      httpx  HTTP Request: GET https://data-api.polymarket.com/positions?user=0x7aba1f81034d418a4ded1613626ca7573fd85153&redeemable=true ""HTTP/1.1 200 OK""",info,"{""level"":""info""}","{""project"":""9de30c9d-0a12-4d2c-817b-42f4979e026f"",""environment"":""96fedd1b-ef8e-4ab2-bee0-bbdfe9327e88"",""service"":""b8a4b737-5458-4c87-8c1b-a97142fef101"",""deployment"":""f91d0c14-87f0-48db-bc8f-bff42779f1b6"",""replica"":""17ea11fb-deea-4f32-b015-b4cba5f6c048""}",2026-03-13T17:59:04.575056710Z
